image_path,image_group,frame_id,model_detection_count,model_strong_count,model_weak_count,model_noise_count,new_strong_count,new_review_count,new_color_corrected_count,new_weak_count,new_noise_count,heuristics_count,old_policy_debug_path,new_policy_debug_path,heuristics_only_debug_path,comparison_debug_path
images_weak_noise_raw/weak_20260630_103812_000048.jpg,images_weak_noise_raw,177,14,0,13,1,0,2,1,10,1,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000177_weak_20260630_103812_000048.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000177_weak_20260630_103812_000048.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000177_weak_20260630_103812_000048.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000177_weak_20260630_103812_000048.jpg
images_weak_noise_raw/weak_20260630_103813_000049.jpg,images_weak_noise_raw,178,12,0,6,6,0,0,1,5,6,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000178_weak_20260630_103813_000049.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000178_weak_20260630_103813_000049.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000178_weak_20260630_103813_000049.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000178_weak_20260630_103813_000049.jpg
images_weak_noise_raw/weak_20260630_103815_000050.jpg,images_weak_noise_raw,179,21,1,15,5,1,0,1,14,5,1,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000179_weak_20260630_103815_000050.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000179_weak_20260630_103815_000050.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000179_weak_20260630_103815_000050.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000179_weak_20260630_103815_000050.jpg
images_weak_noise_raw/weak_20260630_103816_000051.jpg,images_weak_noise_raw,180,13,0,10,3,0,1,1,8,3,2,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000180_weak_20260630_103816_000051.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000180_weak_20260630_103816_000051.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000180_weak_20260630_103816_000051.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000180_weak_20260630_103816_000051.jpg
images_weak_noise_raw/weak_20260630_103818_000052.jpg,images_weak_noise_raw,181,5,0,4,1,0,0,0,4,1,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000181_weak_20260630_103818_000052.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000181_weak_20260630_103818_000052.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000181_weak_20260630_103818_000052.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000181_weak_20260630_103818_000052.jpg
images_weak_noise_raw/weak_20260630_103819_000053.jpg,images_weak_noise_raw,182,3,0,3,0,0,0,0,3,0,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000182_weak_20260630_103819_000053.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000182_weak_20260630_103819_000053.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000182_weak_20260630_103819_000053.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000182_weak_20260630_103819_000053.jpg
images_weak_noise_raw/weak_20260630_103821_000054.jpg,images_weak_noise_raw,183,5,0,3,2,0,0,0,3,2,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000183_weak_20260630_103821_000054.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000183_weak_20260630_103821_000054.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000183_weak_20260630_103821_000054.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000183_weak_20260630_103821_000054.jpg
images_weak_noise_raw/weak_20260630_103822_000055.jpg,images_weak_noise_raw,184,12,0,8,4,0,0,0,8,4,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000184_weak_20260630_103822_000055.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000184_weak_20260630_103822_000055.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000184_weak_20260630_103822_000055.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000184_weak_20260630_103822_000055.jpg
images_weak_noise_raw/weak_20260630_103824_000056.jpg,images_weak_noise_raw,185,10,0,9,1,0,0,1,8,1,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000185_weak_20260630_103824_000056.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000185_weak_20260630_103824_000056.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000185_weak_20260630_103824_000056.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000185_weak_20260630_103824_000056.jpg
images_weak_noise_raw/weak_20260630_103826_000057.jpg,images_weak_noise_raw,186,14,0,11,3,0,0,0,11,3,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000186_weak_20260630_103826_000057.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000186_weak_20260630_103826_000057.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000186_weak_20260630_103826_000057.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000186_weak_20260630_103826_000057.jpg
